"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"KZ000035394","KARAGANDA, KZ","1960-09-19","0.06",,"44","49","39"
"KZ000035394","KARAGANDA, KZ","1960-09-20","0.00",,"42","50","33"
"KZ000035394","KARAGANDA, KZ","1960-09-21","0.00",,"39","48","28"
"KZ000035394","KARAGANDA, KZ","1960-09-22","0.10",,"42","51","36"
"KZ000035394","KARAGANDA, KZ","1960-09-23","0.17",,"42","47","39"
"KZ000035394","KARAGANDA, KZ","1960-09-24","0.02",,"40","47","35"
"KZ000035394","KARAGANDA, KZ","1960-09-25","0.17",,"36","42","32"
"KZ000035394","KARAGANDA, KZ","1960-09-26","0.05",,"31","38","30"
"KZ000035394","KARAGANDA, KZ","1960-09-27","0.00",,"36","51","28"
"KZ000035394","KARAGANDA, KZ","1960-09-28","0.00",,"43","59","31"
"KZ000035394","KARAGANDA, KZ","1960-09-29","0.00",,"47","61","35"
"KZ000035394","KARAGANDA, KZ","1960-09-30","0.00",,"47","64","37"
"KZ000035394","KARAGANDA, KZ","1960-10-01","0.00",,"46","62","34"
"KZ000035394","KARAGANDA, KZ","1960-10-02","0.00",,"51","68","38"
"KZ000035394","KARAGANDA, KZ","1960-10-03","0.00",,"45","62","40"
"KZ000035394","KARAGANDA, KZ","1960-10-04","0.00",,"36","49","25"
"KZ000035394","KARAGANDA, KZ","1960-10-05","0.00",,"36","45","31"
"KZ000035394","KARAGANDA, KZ","1960-10-06","0.00",,"37","51","24"
"KZ000035394","KARAGANDA, KZ","1960-10-07","0.00",,"36","46","30"
"KZ000035394","KARAGANDA, KZ","1960-10-08","0.00",,"43","60","31"
"KZ000035394","KARAGANDA, KZ","1960-10-09","0.00",,"38","50","29"
"KZ000035394","KARAGANDA, KZ","1960-10-10","0.00",,"27","34","18"
"KZ000035394","KARAGANDA, KZ","1960-10-11","0.00",,"29","43","19"
"KZ000035394","KARAGANDA, KZ","1960-10-12","0.00",,"36","50","23"
"KZ000035394","KARAGANDA, KZ","1960-10-13","0.00",,"32","43","27"
"KZ000035394","KARAGANDA, KZ","1960-10-14","0.00",,"39","58","21"
"KZ000035394","KARAGANDA, KZ","1960-10-15","0.00",,"47","67","30"
"KZ000035394","KARAGANDA, KZ","1960-10-16","0.00",,"46","59","35"
"KZ000035394","KARAGANDA, KZ","1960-10-17","0.10",,"41","50","37"
"KZ000035394","KARAGANDA, KZ","1960-10-18","0.09",,"32","37","29"
"KZ000035394","KARAGANDA, KZ","1960-10-19","0.00",,"32","40","29"
"KZ000035394","KARAGANDA, KZ","1960-10-20","0.00",,"22","31","18"
"KZ000035394","KARAGANDA, KZ","1960-10-21","0.00",,"19","25","14"
"KZ000035394","KARAGANDA, KZ","1960-10-22","0.00",,"24","41","12"
"KZ000035394","KARAGANDA, KZ","1960-10-23","0.00",,"34","53","23"
"KZ000035394","KARAGANDA, KZ","1960-10-24","0.00",,"39","59","25"
"KZ000035394","KARAGANDA, KZ","1960-10-25","0.00",,"40","55","27"
"KZ000035394","KARAGANDA, KZ","1960-10-26","0.04",,"24","45","20"
"KZ000035394","KARAGANDA, KZ","1960-10-27","0.06",,"22","28","13"
"KZ000035394","KARAGANDA, KZ","1960-10-28","0.04",,"16","26","8"
"KZ000035394","KARAGANDA, KZ","1960-10-29","0.00",,"25","35","9"
"KZ000035394","KARAGANDA, KZ","1960-10-30","0.03",,"34","39","29"
"KZ000035394","KARAGANDA, KZ","1960-10-31","0.07",,"27","36","21"
"KZ000035394","KARAGANDA, KZ","1960-11-01","0.05",,"29","34","23"
"KZ000035394","KARAGANDA, KZ","1960-11-02","0.00",,"37","48","31"
"KZ000035394","KARAGANDA, KZ","1960-11-03","0.00",,"37","48","31"
"KZ000035394","KARAGANDA, KZ","1960-11-04","0.16",,"24","32","21"
"KZ000035394","KARAGANDA, KZ","1960-11-05","0.06",,"13","22","5"
"KZ000035394","KARAGANDA, KZ","1960-11-06","0.00",,"8","18","-2"
"KZ000035394","KARAGANDA, KZ","1960-11-07","0.00",,"21","25","13"
"KZ000035394","KARAGANDA, KZ","1960-11-08","0.00",,"26","34","22"
"KZ000035394","KARAGANDA, KZ","1960-11-09","0.00",,"24","33","15"
"KZ000035394","KARAGANDA, KZ","1960-11-10","0.01",,"28","31","24"
"KZ000035394","KARAGANDA, KZ","1960-11-11","0.00",,"29","37","27"
"KZ000035394","KARAGANDA, KZ","1960-11-12","0.00",,"30","37","22"
"KZ000035394","KARAGANDA, KZ","1960-11-13","0.00",,"29","33","23"
"KZ000035394","KARAGANDA, KZ","1960-11-14","0.19",,"22","32","9"
"KZ000035394","KARAGANDA, KZ","1960-11-15","0.00",,"1","9","-11"
"KZ000035394","KARAGANDA, KZ","1960-11-16","0.00",,"7","9","4"
"KZ000035394","KARAGANDA, KZ","1960-11-17","0.25",,"11","17","4"
"KZ000035394","KARAGANDA, KZ","1960-11-18","0.02",,"-20","5","-26"
"KZ000035394","KARAGANDA, KZ","1960-11-19","0.00",,"-23","-16","-30"
"KZ000035394","KARAGANDA, KZ","1960-11-20","0.00",,"-13","-2","-23"
"KZ000035394","KARAGANDA, KZ","1960-11-21","0.00",,"-10","2","-18"
"KZ000035394","KARAGANDA, KZ","1960-11-22","0.00",,"3","6","-12"
"KZ000035394","KARAGANDA, KZ","1960-11-23","0.00",,"1","12","-8"
"KZ000035394","KARAGANDA, KZ","1960-11-24","0.00",,"1","12","-7"
"KZ000035394","KARAGANDA, KZ","1960-11-25","0.00",,"1","19","-12"
"KZ000035394","KARAGANDA, KZ","1960-11-26","0.00",,"-2","7","-11"
"KZ000035394","KARAGANDA, KZ","1960-11-27","0.00",,"13","15","6"
"KZ000035394","KARAGANDA, KZ","1960-11-28","0.00",,"11","17","8"
"KZ000035394","KARAGANDA, KZ","1960-11-29","0.00",,"13","25","2"
"KZ000035394","KARAGANDA, KZ","1960-11-30","0.00",,"22","31","13"
"KZ000035394","KARAGANDA, KZ","1960-12-01","0.04",,"24","26","17"
"KZ000035394","KARAGANDA, KZ","1960-12-02","0.01",,"25","28","22"
"KZ000035394","KARAGANDA, KZ","1960-12-03","0.00",,"28","31","25"
"KZ000035394","KARAGANDA, KZ","1960-12-04","0.05",,"26","31","20"
"KZ000035394","KARAGANDA, KZ","1960-12-05","0.00",,"22","25","17"
"KZ000035394","KARAGANDA, KZ","1960-12-06","0.05",,"20","23","17"
"KZ000035394","KARAGANDA, KZ","1960-12-07","0.02",,"21","24","17"
"KZ000035394","KARAGANDA, KZ","1960-12-08","0.00",,"17","24","13"
"KZ000035394","KARAGANDA, KZ","1960-12-09","0.01",,"22","24","16"
